Datum;Uhrzeit;SECCI;Temperatur;Salinität;NO2;NO3;NOx
16.01.1975;9:10;0.9;6.7;30.141;NA;NA;NA
17.01.1975;9:30;1.2;6.7;31.052;2.53;36.88;NA
18.01.1975;NA;NA;NA;NA;NA;NA;NA
19.01.1975;NA;NA;NA;NA;NA;NA;NA
20.01.1975;9:35;1.1;6.3;31.705;1.91;25.01;NA
21.01.1975;9:25;1.2;6.5;31.852;NA;NA;NA
22.01.1975;9:15;1.2;6.4;32.143;1.53;25.19;NA
23.01.1975;NA;NA;NA;NA;NA;NA;NA
24.01.1975;NA;NA;NA;NA;NA;NA;NA
25.01.1975;NA;NA;NA;NA;NA;NA;NA
26.01.1975;NA;NA;NA;NA;NA;NA;NA
27.01.1975;9:10;0.6;5.6;32.011;0.96;25.8;NA
28.01.1975;9:00;0.7;6.2;32.165;NA;NA;NA
29.01.1975;9:10;0.9;6.2;32.747;0.8;17.64;NA
30.01.1975;9:10;0.7;6.2;32.758;NA;NA;NA
31.01.1975;9:10;1.0;6.4;32.72;0.87;13.79;NA
01.02.1975;NA;NA;NA;NA;NA;NA;NA
02.02.1975;NA;NA;NA;NA;NA;NA;NA
03.02.1975;9:05;1.6;6.1;32.627;0.83;18.63;NA
04.02.1975;9:10;1.7;6.0;32.643;NA;NA;NA
05.02.1975;9:35;1.8;5.7;32.713;0.84;18.18;NA
06.02.1975;8:55;2.1;5.5;32.583;NA;NA;NA
07.02.1975;8:50;2.2;5.6;32.671;0.79;14.28;NA
08.02.1975;NA;NA;NA;NA;NA;NA;NA
09.02.1975;NA;NA;NA;NA;NA;NA;NA
10.02.1975;9:05;2.5;5.6;32.663;0.96;18.7;NA
11.02.1975;9:15;2.5;5.8;32.925;NA;NA;NA
12.02.1975;9:00;2.5;5.8;33.003;0.88;21.32;NA
13.02.1975;9:10;2.0;6.0;33.14;NA;NA;NA
14.02.1975;8:55;2.2;5.7;33.031;0.77;21.15;NA
15.02.1975;NA;NA;NA;NA;NA;NA;NA
16.02.1975;NA;NA;NA;NA;NA;NA;NA
17.02.1975;8:50;2.1;4.9;32.966;0.81;21.57;NA
18.02.1975;9:00;1.8;5.3;32.822;NA;NA;NA
19.02.1975;8:45;2.0;5.4;32.927;0.76;21.81;NA
20.02.1975;8:40;2.0;5.2;32.603;0.73;27.28;NA
21.02.1975;8:40;2.3;5.2;32.833;0.69;24.26;NA
22.02.1975;NA;NA;NA;NA;NA;NA;NA
23.02.1975;NA;NA;NA;NA;NA;NA;NA
24.02.1975;8:40;3.2;5.4;33.091;0.64;21.01;NA
25.02.1975;8:30;3.0;5.4;33.274;0.63;19.95;NA
26.02.1975;9:00;2.8;5.2;33.063;0.59;22.49;NA
27.02.1975;8:50;3.0;5.3;33.304;0.36;18.19;NA
28.02.1975;8:45;2.9;5.5;33.382;0.37;18.34;NA
01.03.1975;NA;NA;NA;NA;NA;NA;NA
02.03.1975;NA;NA;NA;NA;NA;NA;NA
03.03.1975;8:50;2.9;5.5;33.356;NA;NA;NA
04.03.1975;8:50;2.9;5.7;33.516;NA;NA;NA
05.03.1975;8:40;3.1;5.7;33.027;0.38;21.19;NA
06.03.1975;9:00;3.8;NA;NA;NA;NA;NA
07.03.1975;8:55;2.8;5.6;32.691;0.44;21.71;NA
08.03.1975;NA;NA;NA;NA;NA;NA;NA
09.03.1975;NA;NA;NA;NA;NA;NA;NA
10.03.1975;8:30;2.8;5.7;33.276;0.38;19.07;NA
11.03.1975;9:00;3.2;NA;NA;NA;NA;NA
12.03.1975;9:20;1.5;5.6;33.23;0.38;20.11;NA
13.03.1975;9:40;1.6;5.3;33.145;0.39;21.97;NA
14.03.1975;8:40;2.2;5.4;33.278;0.37;21.39;NA
15.03.1975;NA;NA;NA;NA;NA;NA;NA
16.03.1975;NA;NA;NA;NA;NA;NA;NA
17.03.1975;8:50;2.1;5.1;32.519;0.46;27.53;NA
18.03.1975;8:50;1.6;4.6;31.604;0.64;35.57;NA
19.03.1975;9:00;1.2;4.5;31.76;0.51;29.45;NA
20.03.1975;NA;NA;NA;NA;NA;NA;NA
21.03.1975;9:05;1.4;4.6;31.842;0.56;32.6;NA
22.03.1975;NA;NA;NA;NA;NA;NA;NA
23.03.1975;NA;NA;NA;NA;NA;NA;NA
24.03.1975;8:50;3.5;5.0;33.211;0.41;19.91;NA
25.03.1975;9:00;1.8;4.6;33.504;0.34;18.25;NA
26.03.1975;9:00;1.2;4.6;33.322;0.33;19.33;NA
27.03.1975;8:50;1.1;4.8;33.217;0.34;20.75;NA
28.03.1975;NA;NA;NA;NA;NA;NA;NA
29.03.1975;NA;NA;NA;NA;NA;NA;NA
30.03.1975;NA;NA;NA;NA;NA;NA;NA
31.03.1975;NA;NA;NA;NA;NA;NA;NA
01.04.1975;10:45;2.0;4.9;33.054;0.44;21.05;NA
02.04.1975;9:20;2.0;4.9;33.275;0.37;19.06;NA
03.04.1975;9:10;2.0;4.8;31.98;0.55;29.07;NA
04.04.1975;NA;NA;NA;NA;NA;NA;NA
05.04.1975;NA;NA;NA;NA;NA;NA;NA
06.04.1975;NA;NA;NA;NA;NA;NA;NA
07.04.1975;8:40;2.8;5.0;32.946;0.46;24.72;NA
08.04.1975;8:45;1.7;5.0;33.089;0.41;23.12;NA
09.04.1975;8:45;1.2;5.0;33.392;0.38;20.47;NA
10.04.1975;8:50;1.9;5.0;33.079;0.4;24.36;NA
11.04.1975;8:50;1.5;5.1;31.869;0.59;34.13;NA
12.04.1975;NA;NA;NA;NA;NA;NA;NA
13.04.1975;NA;NA;NA;NA;NA;NA;NA
14.04.1975;9:15;1.6;5.4;32.377;0.51;29.53;NA
15.04.1975;8:45;2.2;5.5;32.621;0.48;26.44;NA
16.04.1975;8:55;2.0;5.3;32.668;0.49;26.99;NA
17.04.1975;8:35;2.1;5.6;31.195;0.73;38.51;NA
18.04.1975;8:40;1.1;5.7;31.135;0.72;39.5;NA
19.04.1975;NA;NA;NA;NA;NA;NA;NA
20.04.1975;NA;NA;NA;NA;NA;NA;NA
21.04.1975;8:40;4.8;5.9;33.129;0.47;20.87;NA
22.04.1975;8:15;6.0;6.3;33.123;0.46;21.3;NA
23.04.1975;8:50;6.0;6.6;33.027;0.47;22.21;NA
24.04.1975;8:35;4.0;6.3;33.021;0.46;22.18;NA
25.04.1975;8:35;1.8;6.3;32.4;0.52;27.58;NA
26.04.1975;NA;NA;NA;NA;NA;NA;NA
27.04.1975;NA;NA;NA;NA;NA;NA;NA
28.04.1975;8:40;3.5;6.6;31.999;0.43;30.29;NA
29.04.1975;9:20;3.4;7.4;31.108;0.81;37.47;NA
30.04.1975;9:15;4.1;7.1;31.752;0.65;32.58;NA
01.05.1975;NA;NA;NA;NA;NA;NA;NA
02.05.1975;9:20;3.5;7.3;32.025;0.65;26.7;NA
03.05.1975;NA;NA;NA;NA;NA;NA;NA
04.05.1975;NA;NA;NA;NA;NA;NA;NA
05.05.1975;9:20;1.5;8.6;27.899;1.69;64.64;NA
06.05.1975;9:15;1.5;8.7;27.727;1.77;65.38;NA
07.05.1975;9:20;1.4;8.8;28.108;1.7;30.9;NA
08.05.1975;NA;NA;NA;NA;NA;NA;NA
09.05.1975;9:20;2.5;9.0;29.442;1.22;38.69;NA
10.05.1975;NA;NA;NA;NA;NA;NA;NA
11.05.1975;NA;NA;NA;NA;NA;NA;NA
12.05.1975;8:55;2.0;8.0;31.188;0.75;30.7;NA
13.05.1975;9:00;2.6;8.2;31.196;0.74;28.03;NA
14.05.1975;8:55;2.3;8.6;30.976;0.78;25.28;NA
15.05.1975;8:50;2.7;9.2;31.009;0.73;24.52;NA
16.05.1975;8:30;2.3;9.2;30.12;0.83;27.36;NA
17.05.1975;NA;NA;NA;NA;NA;NA;NA
18.05.1975;NA;NA;NA;NA;NA;NA;NA
19.05.1975;NA;NA;NA;NA;NA;NA;NA
20.05.1975;9:00;2.1;9.4;30.503;0.76;27.31;NA
21.05.1975;8:40;2.2;9.0;30.697;0.73;31.81;NA
22.05.1975;13:25;1.9;8.4;31.826;0.56;20.34;NA
23.05.1975;8:40;1.2;8.0;31.978;0.57;23.54;NA
24.05.1975;NA;NA;NA;NA;NA;NA;NA
25.05.1975;NA;NA;NA;NA;NA;NA;NA
26.05.1975;8:55;3.0;10.5;29.711;0.6;31.3;NA
27.05.1975;9:00;2.0;10.1;30.128;0.54;25.48;NA
28.05.1975;8:50;3.5;11.1;29.05;0.49;29.61;NA
29.05.1975;8:50;2.3;10.2;30.145;0.5;28.27;NA
30.05.1975;8:20;4.0;9.4;30.763;0.47;23.81;NA
31.05.1975;NA;NA;NA;NA;NA;NA;NA
01.06.1975;NA;NA;NA;NA;NA;NA;NA
02.06.1975;8:45;2.3;9.8;30.627;0.43;16.36;NA
03.06.1975;9:00;2.8;10.0;30.208;0.36;17.28;NA
04.06.1975;8:45;3.0;9.6;30.495;0.38;16.89;NA
05.06.1975;8:25;2.0;9.5;31.119;0.44;17.0;NA
06.06.1975;9:00;3.0;10.3;30.732;0.4;14.55;NA
07.06.1975;NA;NA;NA;NA;NA;NA;NA
08.06.1975;NA;NA;NA;NA;NA;NA;NA
09.06.1975;9:10;4.0;12.2;29.814;0.39;22.09;NA
10.06.1975;8:50;4.5;13.1;28.808;0.4;25.85;NA
11.06.1975;8:50;5.0;12.5;29.504;0.42;24.23;NA
12.06.1975;8:55;6.1;12.9;29.525;0.43;24.83;NA
13.06.1975;8:55;7.1;12.4;30.178;0.45;22.9;NA
14.06.1975;NA;NA;NA;NA;NA;NA;NA
15.06.1975;NA;NA;NA;NA;NA;NA;NA
16.06.1975;8:55;6.5;13.7;29.315;0.48;26.22;NA
17.06.1975;NA;NA;NA;NA;NA;NA;NA
18.06.1975;8:45;3.5;13.6;29.482;0.57;23.72;NA
19.06.1975;8:55;4.0;13.9;29.572;0.59;20.93;NA
20.06.1975;8:45;3.5;15.0;29.542;0.6;17.85;NA
21.06.1975;NA;NA;NA;NA;NA;NA;NA
22.06.1975;NA;NA;NA;NA;NA;NA;NA
23.06.1975;9:10;4.5;14.2;30.209;0.55;17.22;NA
24.06.1975;8:40;4.7;14.1;30.493;0.52;15.06;NA
25.06.1975;9:20;3.1;13.3;30.676;0.49;13.64;NA
26.06.1975;8:45;3.9;13.5;30.857;0.43;11.1;NA
27.06.1975;9:00;3.8;12.4;31.381;0.43;11.05;NA
28.06.1975;NA;NA;NA;NA;NA;NA;NA
29.06.1975;NA;NA;NA;NA;NA;NA;NA
30.06.1975;8:50;6.5;13.8;30.872;0.4;7.73;NA
01.07.1975;8:35;7.0;13.5;31.072;0.4;6.64;NA
02.07.1975;8:40;8.0;13.9;31.145;0.4;8.2;NA
03.07.1975;8:35;8.0;14.7;30.645;0.39;8.21;NA
04.07.1975;8:40;8.1;14.6;30.796;0.36;6.32;NA
05.07.1975;NA;NA;NA;NA;NA;NA;NA
06.07.1975;NA;NA;NA;NA;NA;NA;NA
07.07.1975;8:45;8.5;15.9;30.443;0.35;5.74;NA
08.07.1975;9:00;8.0;15.4;30.752;0.46;7.88;NA
09.07.1975;9:20;6.8;16.0;30.45;0.5;10.58;NA
10.07.1975;8:30;7.0;15.8;30.764;0.5;8.64;NA
11.07.1975;8:50;6.3;15.6;30.857;0.77;9.32;NA
12.07.1975;NA;NA;NA;NA;NA;NA;NA
13.07.1975;NA;NA;NA;NA;NA;NA;NA
14.07.1975;8:50;5.1;16.4;31.115;0.46;7.89;NA
15.07.1975;8:35;3.8;15.1;31.039;0.52;10.57;NA
16.07.1975;9:00;4.5;16.3;31.368;0.42;8.27;NA
17.07.1975;8:40;3.8;15.7;31.303;0.52;10.37;NA
18.07.1975;9:30;3.3;16.0;30.92;0.59;11.03;NA
19.07.1975;NA;NA;NA;NA;NA;NA;NA
20.07.1975;NA;NA;NA;NA;NA;NA;NA
21.07.1975;8:50;7.5;16.5;31.471;0.48;7.53;NA
22.07.1975;8:30;7.5;16.3;31.89;0.38;7.07;NA
23.07.1975;8:40;3.5;16.6;31.992;0.34;7.54;NA
24.07.1975;9:10;3.7;16.3;32.031;0.37;7.48;NA
25.07.1975;9:25;4.0;12.7;31.995;0.4;7.56;NA
26.07.1975;NA;NA;NA;NA;NA;NA;NA
27.07.1975;NA;NA;NA;NA;NA;NA;NA
28.07.1975;9:15;5.8;16.1;31.722;0.52;7.49;NA
29.07.1975;8:20;6.0;16.5;31.392;0.52;6.72;NA
30.07.1975;9:20;5.2;17.2;30.928;0.58;8.88;NA
31.07.1975;9:10;5.3;17.8;30.95;0.55;7.99;NA
01.08.1975;9:00;4.6;17.4;30.172;0.79;14.49;NA
02.08.1975;NA;NA;NA;NA;NA;NA;NA
03.08.1975;NA;NA;NA;NA;NA;NA;NA
04.08.1975;9:10;4.3;18.5;30.422;0.62;5.46;NA
05.08.1975;10:00;5.0;19.2;30.387;0.48;3.42;NA
06.08.1975;9:15;5.5;18.6;30.949;0.5;5.16;NA
07.08.1975;8:45;6.1;18.7;31.162;0.43;4.05;NA
08.08.1975;9:00;6.0;19.2;31.322;0.28;3.17;NA
09.08.1975;NA;NA;NA;NA;NA;NA;NA
10.08.1975;NA;NA;NA;NA;NA;NA;NA
11.08.1975;9:00;5.2;18.7;30.98;0.48;7.96;NA
12.08.1975;8:25;5.6;18.8;30.985;0.53;7.23;NA
13.08.1975;8:25;4.6;19.3;30.662;0.54;7.04;NA
14.08.1975;8:35;4.8;19.0;30.816;0.54;8.35;NA
15.08.1975;8:50;4.2;18.6;30.895;0.57;8.26;NA
16.08.1975;NA;NA;NA;NA;NA;NA;NA
17.08.1975;NA;NA;NA;NA;NA;NA;NA
18.08.1975;8:45;3.0;17.1;32.045;0.26;3.66;NA
19.08.1975;8:40;3.8;17.4;31.914;0.36;3.34;NA
20.08.1975;9:00;3.2;18.0;31.31;0.43;6.15;NA
21.08.1975;8:45;4.0;17.9;31.595;0.4;4.29;NA
22.08.1975;9:05;3.9;17.9;31.564;0.31;3.61;NA
23.08.1975;NA;NA;NA;NA;NA;NA;NA
24.08.1975;NA;NA;NA;NA;NA;NA;NA
25.08.1975;9:15;4.1;17.5;31.97;0.38;4.23;NA
26.08.1975;8:50;3.9;17.4;31.977;0.34;2.65;NA
27.08.1975;8:45;3.0;17.9;31.597;0.43;4.39;NA
28.08.1975;8:45;3.1;18.1;31.509;0.35;3.04;NA
29.08.1975;8:30;2.8;18.4;31.423;0.41;3.34;NA
30.08.1975;NA;NA;NA;NA;NA;NA;NA
31.08.1975;NA;NA;NA;NA;NA;NA;NA
01.09.1975;8:40;2.4;19.3;31.017;0.47;3.73;NA
02.09.1975;10:05;2.4;19.1;30.673;0.64;4.87;NA
03.09.1975;9:30;3.1;19.1;31.064;0.47;4.63;NA
04.09.1975;8:45;2.8;18.2;31.574;0.35;4.03;NA
05.09.1975;9:00;2.6;18.2;31.586;0.35;2.96;NA
06.09.1975;NA;NA;NA;NA;NA;NA;NA
07.09.1975;NA;NA;NA;NA;NA;NA;NA
08.09.1975;9:00;3.1;17.4;31.966;0.38;2.88;NA
09.09.1975;9:00;3.1;17.6;31.865;0.41;3.69;NA
10.09.1975;8:55;2.5;17.6;32.137;0.37;3.43;NA
11.09.1975;9:00;3.5;17.2;32.073;0.31;3.12;NA
12.09.1975;8:50;3.2;17.2;32.474;0.23;3.13;NA
13.09.1975;NA;NA;NA;NA;NA;NA;NA
14.09.1975;NA;NA;NA;NA;NA;NA;NA
15.09.1975;8:50;1.8;16.8;32.02;0.59;3.91;NA
16.09.1975;9:15;1.9;16.8;31.786;0.64;4.62;NA
17.09.1975;8:50;2.3;17.0;32.23;0.58;3.47;NA
18.09.1975;8:30;2.7;17.1;32.346;0.56;3.1;NA
19.09.1975;8:50;3.0;17.0;32.401;0.52;3.88;NA
20.09.1975;NA;NA;NA;NA;NA;NA;NA
21.09.1975;NA;NA;NA;NA;NA;NA;NA
22.09.1975;8:45;2.8;16.8;32.621;0.69;3.0;NA
23.09.1975;8:30;3.0;16.6;32.53;0.55;3.21;NA
24.09.1975;8:50;3.0;16.6;32.652;0.56;3.55;NA
25.09.1975;8:35;2.1;16.6;32.651;0.51;3.12;NA
26.09.1975;8:25;1.4;16.4;32.572;NA;NA;NA
27.09.1975;NA;NA;NA;NA;NA;NA;NA
28.09.1975;NA;NA;NA;NA;NA;NA;NA
29.09.1975;9:00;1.2;15.9;32.11;0.71;4.32;NA
30.09.1975;8:55;1.5;16.2;32.294;0.69;4.66;NA
01.10.1975;9:15;2.1;16.1;32.522;0.65;4.01;NA
02.10.1975;8:50;2.0;16.0;32.715;0.6;2.86;NA
03.10.1975;9:10;2.0;16.0;32.73;0.58;4.76;NA
04.10.1975;NA;NA;NA;NA;NA;NA;NA
05.10.1975;NA;NA;NA;NA;NA;NA;NA
06.10.1975;9:20;1.0;15.6;32.731;0.54;NA;NA
07.10.1975;8:35;0.7;15.0;32.726;0.68;4.93;NA
08.10.1975;9:00;0.5;14.5;32.684;0.66;4.78;NA
09.10.1975;8:50;1.0;14.5;32.429;1.01;4.65;NA
10.10.1975;9:15;1.1;14.2;32.241;0.76;6.71;NA
11.10.1975;NA;NA;NA;NA;NA;NA;NA
12.10.1975;NA;NA;NA;NA;NA;NA;NA
13.10.1975;8:50;1.5;14.0;31.848;0.78;7.78;NA
14.10.1975;8:40;2.0;13.1;31.962;1.17;7.34;NA
15.10.1975;9:15;2.1;13.2;32.179;1.14;6.59;NA
16.10.1975;8:35;2.8;14.0;32.527;1.1;5.43;NA
17.10.1975;8:40;2.8;13.8;32.531;1.13;4.54;NA
18.10.1975;NA;NA;NA;NA;NA;NA;NA
19.10.1975;NA;NA;NA;NA;NA;NA;NA
20.10.1975;8:50;2.0;12.9;32.099;1.26;7.63;NA
21.10.1975;8:50;2.0;12.7;32.018;1.32;5.41;NA
22.10.1975;8:55;2.3;12.8;32.161;1.13;4.41;NA
23.10.1975;9:10;3.1;13.0;32.434;1.27;3.04;NA
24.10.1975;8:30;3.1;13.2;32.844;1.0;2.36;NA
25.10.1975;NA;NA;NA;NA;NA;NA;NA
26.10.1975;NA;NA;NA;NA;NA;NA;NA
27.10.1975;8:20;3.2;12.9;32.935;1.11;4.18;NA
28.10.1975;8:25;3.5;12.8;32.846;1.27;3.97;NA
29.10.1975;8:40;3.3;12.4;32.565;1.65;5.8;NA
30.10.1975;8:40;3.1;12.5;32.651;1.6;5.96;NA
31.10.1975;8:45;3.0;12.4;32.527;1.69;5.1;NA
01.11.1975;NA;NA;NA;NA;NA;NA;NA
02.11.1975;NA;NA;NA;NA;NA;NA;NA
03.11.1975;8:30;1.7;12.4;32.808;1.44;13.68;NA
04.11.1975;8:20;2.1;12.4;32.751;1.45;7.39;NA
05.11.1975;9:00;2.1;12.0;32.695;1.49;10.03;NA
06.11.1975;9:00;2.1;12.0;32.771;1.42;5.94;NA
07.11.1975;8:45;1.2;11.8;32.582;1.56;7.49;NA
08.11.1975;NA;NA;NA;NA;NA;NA;NA
09.11.1975;NA;NA;NA;NA;NA;NA;NA
10.11.1975;8:50;NA;11.3;NA;NA;NA;NA
11.11.1975;8:35;3.2;11.2;32.772;1.51;7.01;NA
12.11.1975;8:40;NA;10.8;32.775;1.47;7.64;NA
13.11.1975;9:25;NA;10.7;NA;NA;NA;NA
14.11.1975;8:30;2.1;10.8;32.926;1.28;4.95;NA
15.11.1975;NA;NA;NA;NA;NA;NA;NA
16.11.1975;NA;NA;NA;NA;NA;NA;NA
17.11.1975;8:40;1.5;11.1;33.167;1.11;4.25;NA
18.11.1975;8:25;1.6;10.8;33.178;1.07;5.19;NA
19.11.1975;NA;NA;NA;NA;NA;NA;NA
20.11.1975;9:05;NA;10.7;NA;NA;NA;NA
21.11.1975;10:05;0.3;9.9;33.172;0.74;5.3;NA
22.11.1975;NA;NA;NA;NA;NA;NA;NA
23.11.1975;NA;NA;NA;NA;NA;NA;NA
24.11.1975;8:40;0.8;8.7;32.946;1.26;6.6;NA
25.11.1975;8:50;1.0;9.0;33.007;1.18;5.99;NA
26.11.1975;8:45;1.3;9.1;33.08;1.15;5.5;NA
27.11.1975;8:35;1.9;9.3;33.136;1.06;4.66;NA
28.11.1975;9:35;1.7;9.1;33.196;1.09;3.87;NA
29.11.1975;NA;NA;NA;NA;NA;NA;NA
30.11.1975;NA;NA;NA;NA;NA;NA;NA
01.12.1975;9:15;3.0;8.7;33.151;1.1;4.75;NA
02.12.1975;NA;NA;NA;NA;NA;NA;NA
03.12.1975;9:25;1.4;9.0;33.367;1.03;3.68;NA
04.12.1975;9:30;1.0;8.8;33.304;0.98;4.56;NA
05.12.1975;9:15;1.4;9.1;33.249;0.99;4.8;NA
06.12.1975;NA;NA;NA;NA;NA;NA;NA
07.12.1975;NA;NA;NA;NA;NA;NA;NA
08.12.1975;9:00;0.2;8.5;33.144;0.68;7.35;NA
09.12.1975;8:55;0.7;8.0;32.823;1.13;8.3;NA
10.12.1975;9:05;0.6;8.1;32.679;1.25;9.29;NA
11.12.1975;8:55;0.9;7.3;32.313;1.47;13.59;NA
12.12.1975;9:00;1.5;7.5;32.499;1.45;12.19;NA
13.12.1975;NA;NA;NA;NA;NA;NA;NA
14.12.1975;NA;NA;NA;NA;NA;NA;NA
15.12.1975;10:10;1.0;6.8;32.245;1.6;14.56;NA
16.12.1975;9:45;1.4;6.9;32.308;1.62;14.86;NA
17.12.1975;9:20;0.8;6.7;32.357;1.37;13.95;NA
18.12.1975;8:55;1.0;6.5;32.046;1.66;11.59;NA
19.12.1975;9:15;1.2;6.6;32.272;1.59;11.6;NA
20.12.1975;NA;NA;NA;NA;NA;NA;NA
21.12.1975;NA;NA;NA;NA;NA;NA;NA
22.12.1975;9:10;1.4;7.4;32.776;1.34;10.19;NA
23.12.1975;9:25;1.4;7.2;32.716;1.36;9.86;NA
24.12.1975;NA;NA;NA;NA;NA;NA;NA
25.12.1975;NA;NA;NA;NA;NA;NA;NA
26.12.1975;NA;NA;NA;NA;NA;NA;NA
27.12.1975;NA;NA;NA;NA;NA;NA;NA
28.12.1975;NA;NA;NA;NA;NA;NA;NA
29.12.1975;9:10;1.2;6.6;32.182;1.66;13.88;NA
30.12.1975;9:10;1.6;6.6;32.296;1.58;14.37;NA
31.12.1975;NA;NA;NA;NA;NA;NA;NA
01.01.1976;NA;NA;NA;NA;NA;NA;NA
02.01.1976;9:20;0.5;6.3;32.257;1.3;12.89;NA
03.01.1976;NA;NA;NA;NA;NA;NA;NA
04.01.1976;NA;NA;NA;NA;NA;NA;NA
05.01.1976;9:45;0.4;5.5;31.706;2.02;NA;NA
06.01.1976;9:40;0.4;5.6;31.875;1.68;18.47;NA
07.01.1976;9:30;0.8;5.7;31.693;1.91;18.52;NA
08.01.1976;9:30;0.4;5.8;31.871;1.43;16.74;NA
09.01.1976;9:20;1.0;5.8;31.82;1.85;18.87;NA
10.01.1976;NA;NA;NA;NA;NA;NA;NA
11.01.1976;NA;NA;NA;NA;NA;NA;NA
12.01.1976;9:15;0.9;5.4;31.24;2.69;20.18;NA
13.01.1976;9:40;0.8;4.8;30.174;3.27;28.42;NA
14.01.1976;9:20;0.9;5.2;30.49;3.2;26.69;NA
15.01.1976;9:10;0.8;5.3;31.085;2.47;21.33;NA
16.01.1976;9:20;0.9;4.9;30.5;2.94;24.87;NA
17.01.1976;NA;NA;NA;NA;NA;NA;NA
18.01.1976;NA;NA;NA;NA;NA;NA;NA
19.01.1976;9:10;0.5;5.3;31.156;2.17;19.29;NA
20.01.1976;9:05;0.3;5.6;31.112;1.9;20.06;NA
21.01.1976;NA;NA;NA;NA;NA;NA;NA
22.01.1976;NA;NA;NA;NA;NA;NA;NA
23.01.1976;9:05;0.4;5.2;30.625;2.27;29.07;NA
24.01.1976;NA;NA;NA;NA;NA;NA;NA
25.01.1976;NA;NA;NA;NA;NA;NA;NA
26.01.1976;9:00;0.5;4.6;30.309;1.96;23.49;NA
27.01.1976;9:00;0.6;4.3;30.403;1.46;26.5;NA
28.01.1976;8:50;1.0;4.3;30.786;1.58;22.36;NA
29.01.1976;8:55;0.8;4.3;31.338;1.96;18.75;NA
30.01.1976;8:55;0.7;4.0;31.465;2.1;17.29;NA
31.01.1976;NA;NA;NA;NA;NA;NA;NA
01.02.1976;NA;NA;NA;NA;NA;NA;NA
02.02.1976;9L30;0.3;3.6;31.763;1.26;23.35;NA
03.02.1976;9:25;0.5;3.5;31.611;1.38;24.83;NA
04.02.1976;9:50;0.6;3.5;31.774;1.35;25.94;NA
05.02.1976;9:05;0.7;3.0;30.954;1.68;28.01;NA
06.02.1976;8:45;1.1;3.0;31.543;1.58;16.35;NA
07.02.1976;NA;NA;NA;NA;NA;NA;NA
08.02.1976;NA;NA;NA;NA;NA;NA;NA
09.02.1976;9:00;1.0;4.1;32.513;1.45;14.99;NA
10.02.1976;9:00;1.0;3.8;32.505;1.39;13.55;NA
11.02.1976;9:00;1.1;3.5;32.325;1.42;13.76;NA
12.02.1976;8:45;0.9;3.6;32.168;1.39;15.77;NA
13.02.1976;8:50;1.0;3.5;32.198;1.3;15.13;NA
14.02.1976;NA;NA;NA;NA;NA;NA;NA
15.02.1976;NA;NA;NA;NA;NA;NA;NA
16.02.1976;9:00;1.2;2.7;31.27;1.33;22.58;NA
17.02.1976;9:15;1.0;2.6;30.879;1.33;24.52;NA
18.02.1976;9:10;1.0;2.4;31.552;1.34;22.95;NA
19.02.1976;9:00;1.1;3.2;32.453;1.23;15.87;NA
20.02.1976;8:55;1.5;3.5;32.642;1.42;15.03;NA
21.02.1976;NA;NA;NA;NA;NA;NA;NA
22.02.1976;NA;NA;NA;NA;NA;NA;NA
23.02.1976;9:00;1.5;3.2;32.057;1.37;17.63;NA
24.02.1976;8:40;1.5;3.5;31.985;1.29;14.79;NA
25.02.1976;8:50;1.4;3.8;32.605;1.37;13.75;NA
26.02.1976;7:40;1.0;3.7;32.577;1.23;NA;NA
27.02.1976;8:35;1.0;3.7;32.593;1.08;NA;NA
28.02.1976;NA;NA;NA;NA;NA;NA;NA
29.02.1976;NA;NA;NA;NA;NA;NA;NA
01.03.1976;8:45;0.9;3.9;32.555;1.01;6.08;NA
02.03.1976;8:40;0.5;3.8;32.755;0.92;18.48;NA
03.03.1976;9:05;0.7;3.5;31.953;0.86;10.52;NA
04.03.1976;8:40;1.1;3.3;30.758;1.04;25.07;NA
05.03.1976;9:10;1.1;3.2;31.98;1.03;17.71;NA
06.03.1976;NA;NA;NA;NA;NA;NA;NA
07.03.1976;NA;NA;NA;NA;NA;NA;NA
08.03.1976;9:00;1.3;3.2;32.322;0.98;13.87;NA
09.03.1976;8:30;1.5;2.7;30.882;1.05;25.36;NA
10.03.1976;9:00;1.2;2.6;29.054;1.09;30.64;NA
11.03.1976;8:40;1.5;2.5;29.325;1.1;25.03;NA
12.03.1976;8:45;1.5;2.4;29.605;1.09;23.96;NA
13.03.1976;NA;NA;NA;NA;NA;NA;NA
14.03.1976;NA;NA;NA;NA;NA;NA;NA
15.03.1976;8:45;1.8;3.2;32.997;0.86;12.42;NA
16.03.1976;8:25;1.2;3.0;32.879;0.6;14.22;NA
17.03.1976;8:30;1.3;2.7;32.879;0.64;13.02;NA
18.03.1976;9:15;2.0;2.8;33.017;0.6;8.03;NA
19.03.1976;9:10;2.0;2.8;33.113;0.94;14.89;NA
20.03.1976;NA;NA;NA;NA;NA;NA;NA
21.03.1976;NA;NA;NA;NA;NA;NA;NA
22.03.1976;9:20;2.1;2.5;32.318;0.95;19.48;NA
23.03.1976;8:45;2.0;2.5;32.288;0.91;21.73;NA
24.03.1976;9:00;2.0;2.5;31.148;0.98;17.02;NA
25.03.1976;8:30;2.1;3.1;32.379;0.84;15.62;NA
26.03.1976;8:50;1.8;3.4;33.01;0.87;9.41;NA
27.03.1976;NA;NA;NA;NA;NA;NA;NA
